Setup title,Cdg-V_high_voltage
178.4,2.3226E-14,-4.02655555555556E-08,2.09034E-14,-3.6239E-08,8.9E-10,1000000,
178.8,2.31132222222222E-14,-3.85151111111111E-08,2.08019E-14,-3.46636E-08,-1.91E-08,1000000,
179.2,2.29526666666667E-14,-4.10691111111111E-08,2.06574E-14,-3.69622E-08,-3.506E-08,1000000,
179.599,2.31728888888889E-14,-3.74887777777778E-08,2.08556E-14,-3.37399E-08,-7.96E-09,1000000,
180,2.2882E-14,-3.88793333333333E-08,2.05938E-14,-3.49914E-08,4.06E-09,1000000,
180.3995,2.31026666666667E-14,-3.92016666666667E-08,2.07924E-14,-3.52815E-08,-5.228E-08,1000000,
180.8,2.27755555555556E-14,-3.72371111111111E-08,2.0498E-14,-3.35134E-08,-1.005E-08,1000000,
181.2,2.2796E-14,-3.96563333333333E-08,2.05164E-14,-3.56907E-08,6.142E-08,1000000,
181.5995,2.27924444444444E-14,-3.60627777777778E-08,2.05132E-14,-3.24565E-08,-3.481E-08,1000000,
182.0005,2.28384444444444E-14,-4.05856666666667E-08,2.05546E-14,-3.65271E-08,-3.214E-08,1000000,
182.3995,2.29118888888889E-14,-3.81465555555556E-08,2.06207E-14,-3.43319E-08,-6.27E-09,1000000,
182.8005,2.2705E-14,-3.76498888888889E-08,2.04345E-14,-3.38849E-08,-1.272E-08,1000000,
183.1995,2.26213333333333E-14,-3.895E-08,2.03592E-14,-3.5055E-08,-3.496E-08,1000000,
183.5995,2.22545555555556E-14,-3.89632222222222E-08,2.00291E-14,-3.50669E-08,4.01E-09,1000000,
184,2.24854444444444E-14,-3.74821111111111E-08,2.02369E-14,-3.37339E-08,-3.589E-08,1000000,
184.4005,2.28304444444444E-14,-3.9014E-08,2.05474E-14,-3.51126E-08,1.2E-09,1000000,
184.8,2.25683333333333E-14,-3.84907777777778E-08,2.03115E-14,-3.46417E-08,1.323E-08,1000000,
185.2005,2.25468888888889E-14,-3.84135555555556E-08,2.02922E-14,-3.45722E-08,7.02E-09,1000000,
185.6005,2.23884444444444E-14,-3.92214444444444E-08,2.01496E-14,-3.52993E-08,-8.14E-09,1000000,
186,2.29094444444444E-14,-3.6204E-08,2.06185E-14,-3.25836E-08,-2.98E-08,1000000,
186.4,2.2411E-14,-3.85415555555556E-08,2.01699E-14,-3.46874E-08,-5.255E-08,1000000,
186.801,2.25124444444444E-14,-3.55351111111111E-08,2.02612E-14,-3.19816E-08,3.48E-09,1000000,
187.2,2.21674444444444E-14,-3.84731111111111E-08,1.99507E-14,-3.46258E-08,-6.88E-09,1000000,
187.6,2.21334444444444E-14,-3.63165555555556E-08,1.99201E-14,-3.26849E-08,-6.39E-09,1000000,
188.0005,2.1982E-14,-3.71508888888889E-08,1.97838E-14,-3.34358E-08,1.84E-09,1000000,
188.399,2.23413333333333E-14,-3.87048888888889E-08,2.01072E-14,-3.48344E-08,2.949E-08,1000000,
188.8,2.23866666666667E-14,-3.68198888888889E-08,2.0148E-14,-3.31379E-08,-3.798E-08,1000000,
189.1995,2.20466666666667E-14,-3.93957777777778E-08,1.9842E-14,-3.54562E-08,-1.299E-08,1000000,
189.6005,2.22563333333333E-14,-3.51885555555556E-08,2.00307E-14,-3.16697E-08,-3.754E-08,1000000,
189.9995,2.18178888888889E-14,-3.761E-08,1.96361E-14,-3.3849E-08,-4.236E-08,1000000,
190.3995,2.22272222222222E-14,-3.61973333333333E-08,2.00045E-14,-3.25776E-08,3.083E-08,1000000,
190.8,2.18565555555556E-14,-3.67027777777778E-08,1.96709E-14,-3.30325E-08,-4.24E-09,1000000,
191.2005,2.19847777777778E-14,-3.61223333333333E-08,1.97863E-14,-3.25101E-08,-2.071E-08,1000000,
191.6,2.20856666666667E-14,-3.57845555555556E-08,1.98771E-14,-3.22061E-08,-3.05E-09,1000000,
191.9995,2.19777777777778E-14,-3.49523333333333E-08,1.978E-14,-3.14571E-08,-9.67E-09,1000000,
192.4005,2.18973333333333E-14,-3.65571111111111E-08,1.97076E-14,-3.29014E-08,-1.312E-08,1000000,
192.7995,2.18196666666667E-14,-3.5992E-08,1.96377E-14,-3.23928E-08,-3.46E-09,1000000,
193.2,2.18292222222222E-14,-3.74025555555556E-08,1.96463E-14,-3.36623E-08,-1.045E-08,1000000,
193.5995,2.17198888888889E-14,-3.63937777777778E-08,1.95479E-14,-3.27544E-08,-2.129E-08,1000000,
194.0005,2.16116666666667E-14,-3.66741111111111E-08,1.94505E-14,-3.30067E-08,-3.296E-08,1000000,
194.4,2.18677777777778E-14,-3.68441111111111E-08,1.9681E-14,-3.31597E-08,-5.004E-08,1000000,
194.8,2.16542222222222E-14,-3.56432222222222E-08,1.94888E-14,-3.20789E-08,-7.7E-09,1000000,
195.2005,2.152E-14,-3.72701111111111E-08,1.9368E-14,-3.35431E-08,2.124E-08,1000000,
195.6005,2.14128888888889E-14,-3.4981E-08,1.92716E-14,-3.14829E-08,-4.6E-09,1000000,
196.0005,2.15383333333333E-14,-3.63738888888889E-08,1.93845E-14,-3.27365E-08,-1.632E-08,1000000,
196.401,2.16342222222222E-14,-3.63848888888889E-08,1.94708E-14,-3.27464E-08,-3.641E-08,1000000,
196.8,2.13011111111111E-14,-3.28752222222222E-08,1.9171E-14,-2.95877E-08,-1.558E-08,1000000,
197.2005,2.15786666666667E-14,-3.71332222222222E-08,1.94208E-14,-3.34199E-08,4.7E-10,1000000,
197.6,2.12934444444444E-14,-3.69676666666667E-08,1.91641E-14,-3.32709E-08,9.06E-09,1000000,
197.9995,2.10155555555556E-14,-3.66542222222222E-08,1.8914E-14,-3.29888E-08,-2.545E-08,1000000,
198.3995,2.16067777777778E-14,-3.55042222222222E-08,1.94461E-14,-3.19538E-08,-2.32E-08,1000000,
198.8,2.10622222222222E-14,-3.72523333333333E-08,1.8956E-14,-3.35271E-08,1.53E-08,1000000,
199.2,2.11761111111111E-14,-3.7089E-08,1.90585E-14,-3.33801E-08,6.65E-09,1000000,
199.6005,2.09266666666667E-14,-3.7376E-08,1.8834E-14,-3.36384E-08,-2.288E-08,1000000,
200,2.11694444444444E-14,-3.59058888888889E-08,1.90525E-14,-3.23153E-08,-9.28E-09,1000000,
200.3995,2.10362222222222E-14,-3.45086666666667E-08,1.89326E-14,-3.10578E-08,-2.235E-08,1000000,
200.8,2.11023333333333E-14,-3.42371111111111E-08,1.89921E-14,-3.08134E-08,-2.985E-08,1000000,
201.1995,2.1161E-14,-3.44071111111111E-08,1.90449E-14,-3.09664E-08,-1.246E-08,1000000,
201.6,2.09807777777778E-14,-3.48044444444444E-08,1.88827E-14,-3.1324E-08,3.871E-08,1000000,
202,2.08251111111111E-14,-3.63981111111111E-08,1.87426E-14,-3.27583E-08,-1.517E-08,1000000,
202.4005,2.09076666666667E-14,-3.57447777777778E-08,1.88169E-14,-3.21703E-08,-3.009E-08,1000000,
202.8,2.06561111111111E-14,-3.67887777777778E-08,1.85905E-14,-3.31099E-08,-2.47E-08,1000000,
203.199,2.07436666666667E-14,-3.68638888888889E-08,1.86693E-14,-3.31775E-08,-2.106E-08,1000000,
203.6,2.08535555555556E-14,-3.55085555555556E-08,1.87682E-14,-3.19577E-08,-4.201E-08,1000000,
204,2.05788888888889E-14,-3.3778E-08,1.8521E-14,-3.04002E-08,-2.118E-08,1000000,
204.4,2.07667777777778E-14,-3.44203333333333E-08,1.86901E-14,-3.09783E-08,-2.744E-08,1000000,
204.8,2.07882222222222E-14,-3.6195E-08,1.87094E-14,-3.25755E-08,-8.62E-09,1000000,
205.2005,2.07646666666667E-14,-3.43342222222222E-08,1.86882E-14,-3.09008E-08,-2.757E-08,1000000,
205.6005,2.05538888888889E-14,-3.42745555555556E-08,1.84985E-14,-3.08471E-08,6.6E-10,1000000,
205.9995,2.08114444444444E-14,-3.44357777777778E-08,1.87303E-14,-3.09922E-08,3.39E-08,1000000,
206.3995,2.0452E-14,-3.55681111111111E-08,1.84068E-14,-3.20113E-08,-2.516E-08,1000000,
206.8,2.03617777777778E-14,-3.49058888888889E-08,1.83256E-14,-3.14153E-08,-2.855E-08,1000000,
207.2,2.05946666666667E-14,-3.54157777777778E-08,1.85352E-14,-3.18742E-08,-2.066E-08,1000000,
207.5995,2.03926666666667E-14,-3.58307777777778E-08,1.83534E-14,-3.22477E-08,-5.019E-08,1000000,
208.0005,2.05015555555556E-14,-3.63804444444444E-08,1.84514E-14,-3.27424E-08,-1.53E-09,1000000,
208.4,2.02163333333333E-14,-3.39412222222222E-08,1.81947E-14,-3.05471E-08,-2.058E-08,1000000,
208.8,2.03782222222222E-14,-3.61641111111111E-08,1.83404E-14,-3.25477E-08,-1.303E-08,1000000,
209.2,2.0242E-14,-3.43452222222222E-08,1.82178E-14,-3.09107E-08,-5.451E-08,1000000,
209.6005,2.04435555555556E-14,-3.41752222222222E-08,1.83992E-14,-3.07577E-08,-5.281E-08,1000000,
210.0005,2.01045555555556E-14,-3.35218888888889E-08,1.80941E-14,-3.01697E-08,6.85E-09,1000000,
210.3995,2.01232222222222E-14,-3.3396E-08,1.81109E-14,-3.00564E-08,-3.516E-08,1000000,
210.8,1.99521111111111E-14,-3.53605555555556E-08,1.79569E-14,-3.18245E-08,-4.244E-08,1000000,
211.1995,2.0028E-14,-3.30561111111111E-08,1.80252E-14,-2.97505E-08,-2.964E-08,1000000,
211.6,1.99971111111111E-14,-3.52965555555556E-08,1.79974E-14,-3.17669E-08,-4.514E-08,1000000,
212.0005,2.01937777777778E-14,-3.2469E-08,1.81744E-14,-2.92221E-08,-5.16E-09,1000000,
212.4,2.0087E-14,-3.18464444444444E-08,1.80783E-14,-2.86618E-08,1.658E-08,1000000,
212.8,2.00631111111111E-14,-3.24093333333333E-08,1.80568E-14,-2.91684E-08,1.276E-08,1000000,
213.2,1.94848888888889E-14,-3.22702222222222E-08,1.75364E-14,-2.90432E-08,-1.364E-08,1000000,
213.6,2.01836666666667E-14,-3.38132222222222E-08,1.81653E-14,-3.04319E-08,-5.117E-08,1000000,
214,1.99176666666667E-14,-3.16124444444444E-08,1.79259E-14,-2.84512E-08,-2.84E-09,1000000,
214.4,1.94187777777778E-14,-3.3396E-08,1.74769E-14,-3.00564E-08,-3.65E-09,1000000,
214.8,1.97571111111111E-14,-3.29258888888889E-08,1.77814E-14,-2.96333E-08,-2.824E-08,1000000,
215.2,1.98344444444444E-14,-3.57711111111111E-08,1.7851E-14,-3.2194E-08,-1.211E-08,1000000,
215.6,1.98776666666667E-14,-3.31201111111111E-08,1.78899E-14,-2.98081E-08,1.442E-08,1000000,
216,1.96675555555556E-14,-3.55327777777778E-08,1.77008E-14,-3.19795E-08,-3.718E-08,1000000,
216.4005,1.96594444444444E-14,-3.13453333333333E-08,1.76935E-14,-2.82108E-08,-4.121E-08,1000000,
216.8,1.98702222222222E-14,-3.19921111111111E-08,1.78832E-14,-2.87929E-08,3.27E-09,1000000,
217.2005,1.97494444444444E-14,-3.41928888888889E-08,1.77745E-14,-3.07736E-08,-7.5E-09,1000000,
217.6,1.96514444444444E-14,-3.2928E-08,1.76863E-14,-2.96352E-08,-5.114E-08,1000000,
217.9995,1.95765555555556E-14,-3.34865555555556E-08,1.76189E-14,-3.01379E-08,-9.3E-10,1000000,
218.3995,1.9526E-14,-3.62611111111111E-08,1.75734E-14,-3.2635E-08,-8.57E-09,1000000,
218.8,1.9664E-14,-3.17757777777778E-08,1.76976E-14,-2.85982E-08,1.442E-08,1000000,
219.2,1.95242222222222E-14,-3.43804444444444E-08,1.75718E-14,-3.09424E-08,8.97E-09,1000000,
219.601,1.94644444444444E-14,-3.40736666666667E-08,1.7518E-14,-3.06663E-08,-2.994E-08,1000000,
219.9995,1.9734E-14,-3.43517777777778E-08,1.77606E-14,-3.09166E-08,-4.657E-08,1000000,
220.4,1.94314444444444E-14,-3.22172222222222E-08,1.74883E-14,-2.89955E-08,-1.726E-08,1000000,
220.8005,1.96524444444444E-14,-3.3396E-08,1.76872E-14,-3.00564E-08,-3.421E-08,1000000,
221.201,1.94785555555556E-14,-3.33871111111111E-08,1.75307E-14,-3.00484E-08,-1.11E-09,1000000,
221.6005,1.96566666666667E-14,-3.25152222222222E-08,1.7691E-14,-2.92637E-08,-9.48E-09,1000000,
222,1.9239E-14,-3.21753333333333E-08,1.73151E-14,-2.89578E-08,-4.616E-08,1000000,
222.4005,1.9226E-14,-3.19258888888889E-08,1.73034E-14,-2.87333E-08,-5.4E-09,1000000,
222.8,1.94075555555556E-14,-3.32944444444445E-08,1.74668E-14,-2.9965E-08,-1.431E-08,1000000,
223.2,1.92955555555556E-14,-3.26322222222222E-08,1.7366E-14,-2.9369E-08,-2.491E-08,1000000,
223.5995,1.87692222222222E-14,-3.19082222222222E-08,1.68923E-14,-2.87174E-08,-2.815E-08,1000000,
224,1.89502222222222E-14,-3.24335555555556E-08,1.70552E-14,-2.91902E-08,2.18E-09,1000000,
224.3995,1.85732222222222E-14,-3.39764444444444E-08,1.67159E-14,-3.05788E-08,-6.437E-08,1000000,
224.799,1.90401111111111E-14,-3.18463333333333E-08,1.71361E-14,-2.86617E-08,-1.151E-08,1000000,
225.2,1.892E-14,-3.18706666666667E-08,1.7028E-14,-2.86836E-08,-2.898E-08,1000000,
225.5995,1.89926666666667E-14,-3.10207777777778E-08,1.70934E-14,-2.79187E-08,-1.1E-10,1000000,
226.0005,1.88317777777778E-14,-3.20096666666667E-08,1.69486E-14,-2.88087E-08,2.264E-08,1000000,
226.4,1.88156666666667E-14,-3.20737777777778E-08,1.69341E-14,-2.88664E-08,2.093E-08,1000000,
226.8,1.88974444444444E-14,-3.15351111111111E-08,1.70077E-14,-2.83816E-08,-3.3E-10,1000000,
227.2,1.90253333333333E-14,-3.17536666666667E-08,1.71228E-14,-2.85783E-08,-1.466E-08,1000000,
227.6,1.90401111111111E-14,-3.30295555555556E-08,1.71361E-14,-2.97266E-08,2.7E-10,1000000,
228,1.8973E-14,-3.22856666666667E-08,1.70757E-14,-2.90571E-08,-4.418E-08,1000000,
228.4,1.9052E-14,-3.21288888888889E-08,1.71468E-14,-2.8916E-08,-1.551E-08,1000000,
228.8,1.90298888888889E-14,-3.2076E-08,1.71269E-14,-2.88684E-08,-1.858E-08,1000000,
229.2,1.88753333333333E-14,-3.22834444444444E-08,1.69878E-14,-2.90551E-08,-3.266E-08,1000000,
229.6005,1.87966666666667E-14,-3.05815555555556E-08,1.6917E-14,-2.75234E-08,-2.207E-08,1000000,
229.9995,1.84302222222222E-14,-3.07426666666667E-08,1.65872E-14,-2.76684E-08,-2.352E-08,1000000,
230.4005,1.8876E-14,-3.16565555555556E-08,1.69884E-14,-2.84909E-08,-4.558E-08,1000000,
230.801,1.87477777777778E-14,-3.17955555555556E-08,1.6873E-14,-2.8616E-08,3.18E-09,1000000,
231.2,1.85166666666667E-14,-3.16675555555556E-08,1.6665E-14,-2.85008E-08,-1.994E-08,1000000,
231.6,1.85602222222222E-14,-3.10715555555556E-08,1.67042E-14,-2.79644E-08,-2.388E-08,1000000,
232.0005,1.83023333333333E-14,-3.18242222222222E-08,1.64721E-14,-2.86418E-08,-4.362E-08,1000000,
232.4005,1.8498E-14,-3.34267777777778E-08,1.66482E-14,-3.00841E-08,9.2E-09,1000000,
232.8,1.87742222222222E-14,-3.05705555555556E-08,1.68968E-14,-2.75135E-08,-3.594E-08,1000000,
233.2,1.85296666666667E-14,-3.0555E-08,1.66767E-14,-2.74995E-08,8.3E-09,1000000,
233.6,1.85998888888889E-14,-3.05638888888889E-08,1.67399E-14,-2.75075E-08,1.58E-09,1000000,
233.9995,1.82282222222222E-14,-3.21995555555556E-08,1.64054E-14,-2.89796E-08,-1.486E-08,1000000,
234.4005,1.83448888888889E-14,-2.94072222222222E-08,1.65104E-14,-2.64665E-08,-2.527E-08,1000000,
234.8005,1.79282222222222E-14,-3.05351111111111E-08,1.61354E-14,-2.74816E-08,-2.775E-08,1000000,
235.2,1.81498888888889E-14,-3.10472222222222E-08,1.63349E-14,-2.79425E-08,-1.545E-08,1000000,
235.6,1.814E-14,-3.14688888888889E-08,1.6326E-14,-2.8322E-08,5.81E-09,1000000,
236.0005,1.83171111111111E-14,-3.27535555555556E-08,1.64854E-14,-2.94782E-08,-4.222E-08,1000000,
236.4005,1.80286666666667E-14,-3.20515555555556E-08,1.62258E-14,-2.88464E-08,-4.54E-08,1000000,
236.8005,1.8192E-14,-3.00782222222222E-08,1.63728E-14,-2.70704E-08,4.68E-09,1000000,
237.2,1.82078888888889E-14,-3.12348888888889E-08,1.63871E-14,-2.81114E-08,-2.817E-08,1000000,
237.6,1.77364444444444E-14,-2.91598888888889E-08,1.59628E-14,-2.62439E-08,-4.3E-10,1000000,
238.0005,1.79542222222222E-14,-3.1886E-08,1.61588E-14,-2.86974E-08,-4.178E-08,1000000,
238.401,1.82858888888889E-14,-2.97095555555556E-08,1.64573E-14,-2.67386E-08,-1.86E-08,1000000,
238.801,1.79176666666667E-14,-3.05836666666667E-08,1.61259E-14,-2.75253E-08,-5.337E-08,1000000,
239.2,1.81555555555556E-14,-2.88222222222222E-08,1.634E-14,-2.594E-08,-8E-09,1000000,
239.6,1.79693333333333E-14,-2.90098888888889E-08,1.61724E-14,-2.61089E-08,-1.583E-08,1000000,
239.9995,1.80122222222222E-14,-3.09103333333333E-08,1.6211E-14,-2.78193E-08,4.263E-08,1000000,
240.3995,1.7885E-14,-3.27513333333333E-08,1.60965E-14,-2.94762E-08,1.976E-08,1000000,
240.8005,1.75477777777778E-14,-3.13651111111111E-08,1.5793E-14,-2.82286E-08,3.41E-09,1000000,
241.2,1.77455555555556E-14,-3.21001111111111E-08,1.5971E-14,-2.88901E-08,-1.47E-08,1000000,
241.599,1.77208888888889E-14,-3.00605555555556E-08,1.59488E-14,-2.70545E-08,-2.831E-08,1000000,
242.0005,1.79327777777778E-14,-3.07845555555556E-08,1.61395E-14,-2.77061E-08,-3.609E-08,1000000,
242.4,1.80553333333333E-14,-3.01753333333333E-08,1.62498E-14,-2.71578E-08,-2.198E-08,1000000,
242.8,1.7703E-14,-2.97051111111111E-08,1.59327E-14,-2.67346E-08,-3.881E-08,1000000,
243.2005,1.79493333333333E-14,-2.87824444444444E-08,1.61544E-14,-2.59042E-08,-4.36E-08,1000000,
243.601,1.77367777777778E-14,-2.95572222222222E-08,1.59631E-14,-2.66015E-08,-1.333E-08,1000000,
243.9995,1.74275555555556E-14,-3.14931111111111E-08,1.56848E-14,-2.83438E-08,-4.618E-08,1000000,
244.4,1.7325E-14,-2.97051111111111E-08,1.55925E-14,-2.67346E-08,-5.407E-08,1000000,
244.8005,1.76703333333333E-14,-3.04887777777778E-08,1.59033E-14,-2.74399E-08,-4.142E-08,1000000,
245.1995,1.78466666666667E-14,-3.00516666666667E-08,1.6062E-14,-2.70465E-08,-7.39E-09,1000000,
245.6005,1.78081111111111E-14,-3.03982222222222E-08,1.60273E-14,-2.73584E-08,2.249E-08,1000000,
246,1.74556666666667E-14,-3.00472222222222E-08,1.57101E-14,-2.70425E-08,2.846E-08,1000000,
246.4005,1.74511111111111E-14,-2.75838888888889E-08,1.5706E-14,-2.48255E-08,2.411E-08,1000000,
246.8005,1.76043333333333E-14,-3.14908888888889E-08,1.58439E-14,-2.83418E-08,6.43E-09,1000000,
247.2,1.74813333333333E-14,-2.99281111111111E-08,1.57332E-14,-2.69353E-08,-4.275E-08,1000000,
247.6005,1.74665555555556E-14,-3.06078888888889E-08,1.57199E-14,-2.75471E-08,3.38E-09,1000000,
248,1.7702E-14,-3.17204444444444E-08,1.59318E-14,-2.85484E-08,-4.004E-08,1000000,
248.401,1.71704444444444E-14,-3.13296666666667E-08,1.54534E-14,-2.81967E-08,-3.411E-08,1000000,
248.8,1.70126666666667E-14,-2.7032E-08,1.53114E-14,-2.43288E-08,-1.839E-08,1000000,
249.2,1.69575555555556E-14,-2.86918888888889E-08,1.52618E-14,-2.58227E-08,-1.928E-08,1000000,
249.6005,1.72512222222222E-14,-2.93827777777778E-08,1.55261E-14,-2.64445E-08,-3.865E-08,1000000,
250,1.72754444444444E-14,-3.05351111111111E-08,1.55479E-14,-2.74816E-08,3.395E-08,1000000,
250.4005,1.68574444444444E-14,-2.58841111111111E-08,1.51717E-14,-2.32957E-08,2.924E-08,1000000,
250.7995,1.73573333333333E-14,-3.11951111111111E-08,1.56216E-14,-2.80756E-08,-3.93E-09,1000000,
251.2,1.75986666666667E-14,-2.77052222222222E-08,1.58388E-14,-2.49347E-08,-1.309E-08,1000000,
251.6,1.69842222222222E-14,-2.82768888888889E-08,1.52858E-14,-2.54492E-08,-5.964E-08,1000000,
252,1.679E-14,-2.62527777777778E-08,1.5111E-14,-2.36275E-08,-2.883E-08,1000000,
252.4005,1.70653333333333E-14,-2.79126666666667E-08,1.53588E-14,-2.51214E-08,1.46E-09,1000000,
252.7995,1.73612222222222E-14,-3.03121111111111E-08,1.56251E-14,-2.72809E-08,-3.187E-08,1000000,
253.2005,1.73165555555556E-14,-2.97934444444444E-08,1.55849E-14,-2.68141E-08,-9.4E-09,1000000,
253.6,1.69382222222222E-14,-2.82283333333333E-08,1.52444E-14,-2.54055E-08,1.291E-08,1000000,
253.9995,1.69993333333333E-14,-2.84866666666667E-08,1.52994E-14,-2.5638E-08,-3.86E-09,1000000,
254.4,1.71082222222222E-14,-3.01311111111111E-08,1.53974E-14,-2.7118E-08,-4.519E-08,1000000,
254.8005,1.70815555555556E-14,-2.96874444444444E-08,1.53734E-14,-2.67187E-08,-3.222E-08,1000000,
255.199,1.72276666666667E-14,-2.83895555555556E-08,1.55049E-14,-2.55506E-08,-2.635E-08,1000000,
255.5995,1.651E-14,-2.77052222222222E-08,1.4859E-14,-2.49347E-08,-5.6E-10,1000000,
256.0005,1.68574444444444E-14,-2.84005555555556E-08,1.51717E-14,-2.55605E-08,3.489E-08,1000000,
256.4,1.68163333333333E-14,-2.98838888888889E-08,1.51347E-14,-2.68955E-08,-2.891E-08,1000000,
256.8005,1.66367777777778E-14,-2.94445555555556E-08,1.49731E-14,-2.65001E-08,-1.571E-08,1000000,
257.2005,1.69041111111111E-14,-2.76963333333333E-08,1.52137E-14,-2.49267E-08,-5.061E-08,1000000,
257.5995,1.67116666666667E-14,-2.84026666666667E-08,1.50405E-14,-2.55624E-08,-3.988E-08,1000000,
258,1.68918888888889E-14,-2.82415555555556E-08,1.52027E-14,-2.54174E-08,-1.604E-08,1000000,
258.4,1.66785555555556E-14,-2.90914444444444E-08,1.50107E-14,-2.61823E-08,1.686E-08,1000000,
258.8,1.69933333333333E-14,-2.58621111111111E-08,1.5294E-14,-2.32759E-08,-1.305E-08,1000000,
259.2,1.69325555555556E-14,-3.00648888888889E-08,1.52393E-14,-2.70584E-08,2.847E-08,1000000,
259.6,1.63385555555556E-14,-2.86256666666667E-08,1.47047E-14,-2.57631E-08,-3.352E-08,1000000,
260.0005,1.67116666666667E-14,-2.5553E-08,1.50405E-14,-2.29977E-08,-4.748E-08,1000000,
260.3995,1.67635555555556E-14,-3.012E-08,1.50872E-14,-2.7108E-08,-5.904E-08,1000000,
260.8005,1.70896666666667E-14,-2.77273333333333E-08,1.53807E-14,-2.49546E-08,-1.259E-08,1000000,
261.201,1.62313333333333E-14,-2.71555555555556E-08,1.46082E-14,-2.444E-08,6.176E-08,1000000,
261.5995,1.64404444444444E-14,-2.96631111111111E-08,1.47964E-14,-2.66968E-08,-2.724E-08,1000000,
261.9995,1.6309E-14,-2.3648E-08,1.46781E-14,-2.12832E-08,-2.004E-08,1000000,
262.3995,1.6576E-14,-2.84048888888889E-08,1.49184E-14,-2.55644E-08,-3.141E-08,1000000,
262.8005,1.63504444444444E-14,-2.60452222222222E-08,1.47154E-14,-2.34407E-08,-3.811E-08,1000000,
263.2005,1.64045555555556E-14,-2.78773333333333E-08,1.47641E-14,-2.50896E-08,3.608E-08,1000000,
263.6,1.63553333333333E-14,-2.86123333333333E-08,1.47198E-14,-2.57511E-08,-2.671E-08,1000000,
264,1.64695555555556E-14,-2.74314444444444E-08,1.48226E-14,-2.46883E-08,-7.073E-08,1000000,
264.4005,1.61273333333333E-14,-2.77493333333333E-08,1.45146E-14,-2.49744E-08,-3.992E-08,1000000,
264.8,1.63491111111111E-14,-2.89633333333333E-08,1.47142E-14,-2.6067E-08,-2.335E-08,1000000,
265.2005,1.60691111111111E-14,-2.81444444444444E-08,1.44622E-14,-2.533E-08,-6.019E-08,1000000,
265.6005,1.6452E-14,-2.68817777777778E-08,1.48068E-14,-2.41936E-08,-2.523E-08,1000000,
266,1.63216666666667E-14,-2.70936666666667E-08,1.46895E-14,-2.43843E-08,-3.548E-08,1000000,
266.4005,1.64471111111111E-14,-2.84357777777778E-08,1.48024E-14,-2.55922E-08,3.087E-08,1000000,
266.8,1.61126666666667E-14,-2.79612222222222E-08,1.45014E-14,-2.51651E-08,-2.831E-08,1000000,
267.201,1.62872222222222E-14,-2.76963333333333E-08,1.46585E-14,-2.49267E-08,-2.739E-08,1000000,
267.599,1.62932222222222E-14,-2.797E-08,1.46639E-14,-2.5173E-08,-2.984E-08,1000000,
268.001,1.59664444444444E-14,-2.67383333333333E-08,1.43698E-14,-2.40645E-08,-1.603E-08,1000000,
268.4,1.60251111111111E-14,-2.75108888888889E-08,1.44226E-14,-2.47598E-08,1.97E-08,1000000,
268.8005,1.59127777777778E-14,-2.84688888888889E-08,1.43215E-14,-2.5622E-08,-3.604E-08,1000000,
269.2,1.60497777777778E-14,-2.78574444444444E-08,1.44448E-14,-2.50717E-08,7.7E-09,1000000,
269.5995,1.60332222222222E-14,-2.6043E-08,1.44299E-14,-2.34387E-08,-4.651E-08,1000000,
270,1.62373333333333E-14,-2.83055555555556E-08,1.46136E-14,-2.5475E-08,1.932E-08,1000000,
270.4005,1.60514444444444E-14,-2.85704444444444E-08,1.44463E-14,-2.57134E-08,-1.847E-08,1000000,
270.8,1.59345555555556E-14,-2.7683E-08,1.43411E-14,-2.49147E-08,-2.692E-08,1000000,
271.2,1.59797777777778E-14,-2.65087777777778E-08,1.43818E-14,-2.38579E-08,-5.05E-09,1000000,
271.6,1.62025555555556E-14,-2.64513333333333E-08,1.45823E-14,-2.38062E-08,2.557E-08,1000000,
272.0005,1.593E-14,-2.46147777777778E-08,1.4337E-14,-2.21533E-08,-3.112E-08,1000000,
272.4,1.5964E-14,-2.60297777777778E-08,1.43676E-14,-2.34268E-08,-1.321E-08,1000000,
272.8,1.60631111111111E-14,-2.72813333333333E-08,1.44568E-14,-2.45532E-08,-1.378E-08,1000000,
273.2,1.62303333333333E-14,-2.59767777777778E-08,1.46073E-14,-2.33791E-08,3.609E-08,1000000,
273.6,1.52895555555556E-14,-2.54911111111111E-08,1.37606E-14,-2.2942E-08,-2.131E-08,1000000,
274,1.58565555555556E-14,-2.98374444444444E-08,1.42709E-14,-2.68537E-08,-4.364E-08,1000000,
274.3995,1.58723333333333E-14,-2.73916666666667E-08,1.42851E-14,-2.46525E-08,-1.51E-09,1000000,
274.8,1.57075555555556E-14,-2.6352E-08,1.41368E-14,-2.37168E-08,5.141E-08,1000000,
275.1995,1.59797777777778E-14,-2.69766666666667E-08,1.43818E-14,-2.4279E-08,9.17E-09,1000000,
275.5995,1.58361111111111E-14,-2.6235E-08,1.42525E-14,-2.36115E-08,-4.32E-09,1000000,
276,1.54535555555556E-14,-2.66455555555556E-08,1.39082E-14,-2.3981E-08,1.35E-08,1000000,
276.401,1.60002222222222E-14,-2.54116666666667E-08,1.44002E-14,-2.28705E-08,6.33E-09,1000000,
276.8,1.54907777777778E-14,-2.76322222222222E-08,1.39417E-14,-2.4869E-08,-3.848E-08,1000000,
277.2,1.57005555555556E-14,-2.69325555555556E-08,1.41305E-14,-2.42393E-08,-4.809E-08,1000000,
